pid	gid	pname
PWY-6602	Zm00001d045862	naringenin <i>C</i>-glucosylation
PWY-6602	Zm00001d037383	naringenin <i>C</i>-glucosylation
PWY-6602	Zm00001d037382	naringenin <i>C</i>-glucosylation
PWY-6602	Zm00001d045788	naringenin <i>C</i>-glucosylation
PWY-6602	Zm00001d037384	naringenin <i>C</i>-glucosylation
PWY-6602	Zm00001d016151	naringenin <i>C</i>-glucosylation
PWY-6602	Zm00001d007924	naringenin <i>C</i>-glucosylation
PWY-6602	Zm00001d024946	naringenin <i>C</i>-glucosylation
PWY-6602	Zm00001d024943	naringenin <i>C</i>-glucosylation
PWY-6602	Zm00001d004555	naringenin <i>C</i>-glucosylation
PWY-6602	Zm00001d047452	naringenin <i>C</i>-glucosylation
PWY-3982	Zm00001d021506	uracil degradation I (reductive)
PWY-3982	Zm00001d012711	uracil degradation I (reductive)
PWY-3982	Zm00001d017966	uracil degradation I (reductive)
PWY-3982	Zm00001d043152	uracil degradation I (reductive)
PWY-7186	Zm00001d002365	superpathway of scopolin and esculin biosynthesis
PWY-7186	Zm00001d048106	superpathway of scopolin and esculin biosynthesis
PWY-7186	Zm00001d044106	superpathway of scopolin and esculin biosynthesis
PWY-7186	Zm00001d049541	superpathway of scopolin and esculin biosynthesis
PWY-7186	Zm00001d038555	superpathway of scopolin and esculin biosynthesis
PWY-7186	Zm00001d027391	superpathway of scopolin and esculin biosynthesis
PWY-7186	Zm00001d005184	superpathway of scopolin and esculin biosynthesis
PWY-7186	Zm00001d033020	superpathway of scopolin and esculin biosynthesis
PWY-7186	Zm00001d043174	superpathway of scopolin and esculin biosynthesis
PWY-6663	Zm00001d014444	plant sterol biosynthesis II
PWY-6663	Zm00001d023309	plant sterol biosynthesis II
PWY-6663	Zm00001d049299	plant sterol biosynthesis II
PWY-6663	Zm00001d044673	plant sterol biosynthesis II
PWY-6663	Zm00001d049301	plant sterol biosynthesis II
PWY-6663	Zm00001d044120	plant sterol biosynthesis II
PWY-6663	Zm00001d035392	plant sterol biosynthesis II
PWY-6663	Zm00001d024337	plant sterol biosynthesis II
PWY-6663	Zm00001d008672	plant sterol biosynthesis II
PWY-6663	Zm00001d008671	plant sterol biosynthesis II
PWY-6663	Zm00001d008674	plant sterol biosynthesis II
PWY-6663	Zm00001d015234	plant sterol biosynthesis II
PWY-6663	Zm00001d035389	plant sterol biosynthesis II
PWY-6663	Zm00001d053889	plant sterol biosynthesis II
PWY-5876	Zm00001d046363	magnoflorine biosynthesis
PWY-5876	Zm00001d046064	magnoflorine biosynthesis
PWY-5876	Zm00001d014427	magnoflorine biosynthesis
PWY-5121	Zm00001d011673	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)
PWY-5121	Zm00001d008370	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)
PWY-5121	Zm00001d021929	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)
PWY-5121	Zm00001d009431	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)
PWY-5121	Zm00001d051416	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)
PWY-5121	Zm00001d043727	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)
PWY-5121	Zm00001d017540	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)
PWY-5121	Zm00001d006678	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)
PWY-7101	Zm00001d043442	5-deoxystrigol biosynthesis
PWY-7101	Zm00001d002736	5-deoxystrigol biosynthesis
PWY-7101	Zm00001d007560	5-deoxystrigol biosynthesis
PWY-7101	Zm00001d045816	5-deoxystrigol biosynthesis
PWY-7101	Zm00001d007549	5-deoxystrigol biosynthesis
PWY-7101	Zm00001d024718	5-deoxystrigol biosynthesis
PWY-7101	Zm00001d035081	5-deoxystrigol biosynthesis
PYRUVDEHYD-PWY	Zm00001d033225	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d031659	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d004473	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d014833	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d014514	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d006107	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d044748	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d052289	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d000227	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d021070	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d017985	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d052784	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d037554	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d040721	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d009779	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d009212	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d009163	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d008880	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d050383	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d020426	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d010408	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d023212	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d041839	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d020362	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d016365	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d053580	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d053233	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d034531	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d023606	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d052347	pyruvate decarboxylation to acetyl CoA
PYRUVDEHYD-PWY	Zm00001d032224	pyruvate decarboxylation to acetyl CoA
PWY-6147	Zm00001d001959	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I
PWY-6147	Zm00001d026531	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I
PWY-6147	Zm00001d031995	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I
PWY-6147	Zm00001d031979	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I
PWY-6147	Zm00001d021338	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I
PWY-782	Zm00001d007228	glycolipid desaturation
PWY-782	Zm00001d028742	glycolipid desaturation
PWY-782	Zm00001d047743	glycolipid desaturation
PWY-782	Zm00001d032156	glycolipid desaturation
CYSTSYN-PWY	Zm00001d045327	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d045347	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d040235	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d045350	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d004413	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d008379	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d003717	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d045341	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d045340	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d043101	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d031136	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d045344	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d028154	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d027536	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d038737	L-cysteine biosynthesis I
CYSTSYN-PWY	Zm00001d011735	L-cysteine biosynthesis I
PWY-7188	Zm00001d045862	eriodictyol <I>C</i>-glucosylation
PWY-7188	Zm00001d037383	eriodictyol <I>C</i>-glucosylation
PWY-7188	Zm00001d037382	eriodictyol <I>C</i>-glucosylation
PWY-7188	Zm00001d045788	eriodictyol <I>C</i>-glucosylation
PWY-7188	Zm00001d037384	eriodictyol <I>C</i>-glucosylation
PWY-7188	Zm00001d016151	eriodictyol <I>C</i>-glucosylation
PWY-7188	Zm00001d007924	eriodictyol <I>C</i>-glucosylation
PWY-7188	Zm00001d024946	eriodictyol <I>C</i>-glucosylation
PWY-7188	Zm00001d024943	eriodictyol <I>C</i>-glucosylation
PWY-7188	Zm00001d004555	eriodictyol <I>C</i>-glucosylation
PWY-7188	Zm00001d047452	eriodictyol <I>C</i>-glucosylation
PWY-6949	Zm00001d019250	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d041328	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d034692	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d005174	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d048707	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d019251	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d002753	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d031209	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d005456	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d019254	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d019259	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d019265	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d019258	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d013244	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d043077	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d034453	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d028678	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d034461	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d023724	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d018969	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d049610	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d046676	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d024702	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d048709	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d034452	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d034460	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d048703	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d029184	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d048705	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d048710	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d003140	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d034986	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d035013	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d035178	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d048702	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d003144	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d004363	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d025200	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d024515	DIBOA-glucoside biosynthesis
PWY-6949	Zm00001d003142	DIBOA-glucoside biosynthesis
PWYDQC-4	Zm00001d041402	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d011764	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d008255	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d039323	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d044069	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d047670	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d030975	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d023718	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d005602	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d000445	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d025005	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d027759	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d004467	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d049078	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d030871	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d049077	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d019527	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d035294	indole-3-acetate biosynthesis I
PWYDQC-4	Zm00001d005439	indole-3-acetate biosynthesis I
PWY-4041	Zm00001d034884	&gamma;-glutamyl cycle
PWY-4041	Zm00001d021465	&gamma;-glutamyl cycle
PWY-4041	Zm00001d029652	&gamma;-glutamyl cycle
GLUT-REDOX-PWY	Zm00001d006437	glutathione-glutaredoxin redox reactions
GLUT-REDOX-PWY	Zm00001d023872	glutathione-glutaredoxin redox reactions
GLUT-REDOX-PWY	Zm00001d016478	glutathione-glutaredoxin redox reactions
GLUT-REDOX-PWY	Zm00001d025657	glutathione-glutaredoxin redox reactions
GLUT-REDOX-PWY	Zm00001d018454	glutathione-glutaredoxin redox reactions
GLUT-REDOX-PWY	Zm00001d027769	glutathione-glutaredoxin redox reactions
PWY-6220	Zm00001d008957	jasmonoyl-amino acid conjugates biosynthesis I
PWY-6220	Zm00001d039345	jasmonoyl-amino acid conjugates biosynthesis I
PWY-6220	Zm00001d009714	jasmonoyl-amino acid conjugates biosynthesis I
PWY-6220	Zm00001d011377	jasmonoyl-amino acid conjugates biosynthesis I
PWY-6220	Zm00001d039346	jasmonoyl-amino acid conjugates biosynthesis I
PWY-6837	Zm00001d053308	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d037939	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d015992	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d009182	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d039408	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d008892	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d039741	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d038755	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d011971	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d003744	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d048890	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d045251	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d029176	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d037521	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d039768	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d048788	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d052931	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-6837	Zm00001d050096	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
PWY-4601	Zm00001d047396	arsenate reduction (respiratory)
PWY-4601	Zm00001d030274	arsenate reduction (respiratory)
PWY-6773	Zm00001d035841	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d043428	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d030559	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d028198	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d043909	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d018562	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d014865	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d047234	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d035842	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d036351	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d016157	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d027392	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d014866	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d024113	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d028611	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d045037	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d033078	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d016156	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d027474	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d038152	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d041460	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d014867	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d045776	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d018560	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d018565	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d027472	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d030266	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d044584	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d027475	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d044566	1,3-&beta;-D-glucan biosynthesis
PWY-6773	Zm00001d016155	1,3-&beta;-D-glucan biosynthesis
PWY-4841	Zm00001d014674	UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)
PWY-4841	Zm00001d036477	UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)
PWY-4841	Zm00001d030223	UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)
PWY-4841	Zm00001d046234	UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)
PWY-5805	Zm00001d014369	nonaprenyl diphosphate biosynthesis I
PWY-5805	Zm00001d050159	nonaprenyl diphosphate biosynthesis I
PWY-5805	Zm00001d014367	nonaprenyl diphosphate biosynthesis I
PWY-5805	Zm00001d012113	nonaprenyl diphosphate biosynthesis I
PWY-5805	Zm00001d039142	nonaprenyl diphosphate biosynthesis I
PWY-5805	Zm00001d027694	nonaprenyl diphosphate biosynthesis I
PWY-5805	Zm00001d018740	nonaprenyl diphosphate biosynthesis I
PWY-1269	Zm00001d015306	CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis
PWY-1269	Zm00001d053856	CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis
PWY-1269	Zm00001d041775	CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis
PWY-1269	Zm00001d009554	CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis
PWY-5027	Zm00001d025819	phylloquinol biosynthesis
PWY-5027	Zm00001d027999	phylloquinol biosynthesis
TRIGLSYN-PWY	Zm00001d042870	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d005831	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d020647	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d011927	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d026549	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d043267	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d038620	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d042876	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d048766	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d006153	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d013935	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d007638	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d038366	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d030117	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d040265	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d047666	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d014426	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d011430	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d049616	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d021675	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d034732	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d042813	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d010078	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d007714	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d014425	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d027810	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d044136	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d010520	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d041596	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d032973	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d033915	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d014984	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d037760	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d038959	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d051628	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d024765	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d049024	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d021073	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d043853	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d014506	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d045927	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d036982	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d005579	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d038908	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d048835	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d028731	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d017767	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d031780	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d032379	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d043947	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d051380	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d010151	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d008592	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d051561	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d003703	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d038389	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d034518	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d020040	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d011638	diacylglycerol and triacylglycerol biosynthesis
TRIGLSYN-PWY	Zm00001d013046	diacylglycerol and triacylglycerol biosynthesis
PWY-6599	Zm00001d037617	guanine and guanosine salvage II
PWY-5943	Zm00001d015651	&beta;-carotene biosynthesis
PWY-5340	Zm00001d021877	sulfate activation for sulfonation
PWY-5340	Zm00001d048785	sulfate activation for sulfonation
PWY-5340	Zm00001d006645	sulfate activation for sulfonation
PWY-5340	Zm00001d048150	sulfate activation for sulfonation
PWY-5340	Zm00001d033981	sulfate activation for sulfonation
PWY-5340	Zm00001d025503	sulfate activation for sulfonation
PWY-5340	Zm00001d014263	sulfate activation for sulfonation
PWY-5340	Zm00001d004513	sulfate activation for sulfonation
PWY-5340	Zm00001d013296	sulfate activation for sulfonation
PWY-5340	Zm00001d033100	sulfate activation for sulfonation
PWY-5340	Zm00001d048381	sulfate activation for sulfonation
PWY-5340	Zm00001d026305	sulfate activation for sulfonation
PWY-1121	Zm00001d052485	suberin monomers biosynthesis
PWY-1121	Zm00001d023238	suberin monomers biosynthesis
PWY-1121	Zm00001d043851	suberin monomers biosynthesis
PWY-1121	Zm00001d053009	suberin monomers biosynthesis
PWY-1121	Zm00001d046915	suberin monomers biosynthesis
PWY-1121	Zm00001d043484	suberin monomers biosynthesis
PWY-1121	Zm00001d010943	suberin monomers biosynthesis
PWY-1121	Zm00001d044016	suberin monomers biosynthesis
PWY-1121	Zm00001d043376	suberin monomers biosynthesis
PWY-1121	Zm00001d023538	suberin monomers biosynthesis
PWY-1121	Zm00001d023351	suberin monomers biosynthesis
PWY-1121	Zm00001d005019	suberin monomers biosynthesis
PWY-1121	Zm00001d045295	suberin monomers biosynthesis
PWY-1121	Zm00001d052399	suberin monomers biosynthesis
PWY-1121	Zm00001d039274	suberin monomers biosynthesis
PWY-1121	Zm00001d003702	suberin monomers biosynthesis
PWY-1121	Zm00001d024723	suberin monomers biosynthesis
PWY-1121	Zm00001d053127	suberin monomers biosynthesis
PWY-1121	Zm00001d047663	suberin monomers biosynthesis
PWY-1121	Zm00001d035070	suberin monomers biosynthesis
PWY-1121	Zm00001d028868	suberin monomers biosynthesis
PWY-1121	Zm00001d005676	suberin monomers biosynthesis
PWY-1121	Zm00001d008999	suberin monomers biosynthesis
PWY-1121	Zm00001d026144	suberin monomers biosynthesis
PWY-1121	Zm00001d006133	suberin monomers biosynthesis
PWY-1121	Zm00001d003630	suberin monomers biosynthesis
PWY-1121	Zm00001d026704	suberin monomers biosynthesis
PWY-1121	Zm00001d025445	suberin monomers biosynthesis
PWY-1121	Zm00001d048584	suberin monomers biosynthesis
PWY-1121	Zm00001d039303	suberin monomers biosynthesis
PWY-1121	Zm00001d002652	suberin monomers biosynthesis
PWY-1121	Zm00001d006909	suberin monomers biosynthesis
PWY-1121	Zm00001d030077	suberin monomers biosynthesis
PWY-1121	Zm00001d052281	suberin monomers biosynthesis
